layout_id,mean_section_chars,mean_section_tokens,median_section_tokens,memory_mode,p95_section_tokens,raw_text_included,request_count,scenario_id,section_id,section_role,unique_section_hash_count,vertical
prefix_optimized_prompt_layout_v1,1768,329,329.0,mm3_compressed_hybrid_top5,329.0,False,2000,coreopt_prefix_layout_static_v1,output_contract,stable,1,airline
prefix_optimized_prompt_layout_v1,2152.608,459.2825,448.0,mm3_compressed_hybrid_top5,534.0,False,2000,coreopt_prefix_layout_static_v1,retrieved_evidence,dynamic,262,airline
prefix_optimized_prompt_layout_v1,68,13,13.0,mm3_compressed_hybrid_top5,13.0,False,2000,coreopt_prefix_layout_static_v1,system,stable,1,airline
prefix_optimized_prompt_layout_v1,147.2475,29.5135,29.0,mm3_compressed_hybrid_top5,41.0,False,2000,coreopt_prefix_layout_static_v1,user_question,dynamic,2000,airline
prefix_optimized_prompt_layout_v1,39,4,4.0,mm3_compressed_hybrid_top5,4.0,False,2000,coreopt_prefix_layout_static_v1,memory_mode,stable,1,finance
prefix_optimized_prompt_layout_v1,1768,329,329.0,mm3_compressed_hybrid_top5,329.0,False,2000,coreopt_prefix_layout_static_v1,output_contract,stable,1,finance
prefix_optimized_prompt_layout_v1,3713.3195,576.6015,567.0,mm3_compressed_hybrid_top5,809.5,False,2000,coreopt_prefix_layout_static_v1,retrieved_evidence,dynamic,471,finance
prefix_optimized_prompt_layout_v1,68,13,13.0,mm3_compressed_hybrid_top5,13.0,False,2000,coreopt_prefix_layout_static_v1,system,stable,1,finance
prefix_optimized_prompt_layout_v1,131.634,24.812,26.0,mm3_compressed_hybrid_top5,32.0,False,2000,coreopt_prefix_layout_static_v1,user_question,dynamic,766,finance
prefix_optimized_prompt_layout_v1,39,4,4.0,mm3_compressed_hybrid_top5,4.0,False,2000,coreopt_prefix_layout_static_v1,memory_mode,stable,1,healthcare_admin
prefix_optimized_prompt_layout_v1,1768,329,329.0,mm3_compressed_hybrid_top5,329.0,False,2000,coreopt_prefix_layout_static_v1,output_contract,stable,1,healthcare_admin
prefix_optimized_prompt_layout_v1,2326.7505,461.1265,478.0,mm3_compressed_hybrid_top5,541.0,False,2000,coreopt_prefix_layout_static_v1,retrieved_evidence,dynamic,292,healthcare_admin
prefix_optimized_prompt_layout_v1,68,13,13.0,mm3_compressed_hybrid_top5,13.0,False,2000,coreopt_prefix_layout_static_v1,system,stable,1,healthcare_admin
prefix_optimized_prompt_layout_v1,126.242,21.3655,22.0,mm3_compressed_hybrid_top5,24.0,False,2000,coreopt_prefix_layout_static_v1,user_question,dynamic,128,healthcare_admin
prefix_optimized_prompt_layout_v1,39,4,4.0,mm3_compressed_hybrid_top5,4.0,False,2000,coreopt_prefix_layout_static_v1,memory_mode,stable,1,research_ai
prefix_optimized_prompt_layout_v1,1768,329,329.0,mm3_compressed_hybrid_top5,329.0,False,2000,coreopt_prefix_layout_static_v1,output_contract,stable,1,research_ai
prefix_optimized_prompt_layout_v1,5412.9705,634.935,552.0,mm3_compressed_hybrid_top5,970.0,False,2000,coreopt_prefix_layout_static_v1,retrieved_evidence,dynamic,442,research_ai
prefix_optimized_prompt_layout_v1,68,13,13.0,mm3_compressed_hybrid_top5,13.0,False,2000,coreopt_prefix_layout_static_v1,system,stable,1,research_ai
prefix_optimized_prompt_layout_v1,179.512,28.959,29.0,mm3_compressed_hybrid_top5,42.0,False,2000,coreopt_prefix_layout_static_v1,user_question,dynamic,809,research_ai
prefix_optimized_prompt_layout_v1,39,4,4.0,mm3_compressed_hybrid_top5,4.0,False,2000,coreopt_prefix_layout_static_v1,memory_mode,stable,1,retail
prefix_optimized_prompt_layout_v1,1768,329,329.0,mm3_compressed_hybrid_top5,329.0,False,2000,coreopt_prefix_layout_static_v1,output_contract,stable,1,retail
prefix_optimized_prompt_layout_v1,3012.3565,520.743,508.0,mm3_compressed_hybrid_top5,707.1,False,2000,coreopt_prefix_layout_static_v1,retrieved_evidence,dynamic,856,retail
prefix_optimized_prompt_layout_v1,68,13,13.0,mm3_compressed_hybrid_top5,13.0,False,2000,coreopt_prefix_layout_static_v1,system,stable,1,retail
prefix_optimized_prompt_layout_v1,150.749,28.4245,29.0,mm3_compressed_hybrid_top5,44.0,False,2000,coreopt_prefix_layout_static_v1,user_question,dynamic,1002,retail
