prefix_family_id,prompt_id,vertical,memory_mode,total_input_tokens_estimated,exact_shared_prefix_tokens_estimated,variable_suffix_tokens_estimated,reusable_token_ratio_estimated,tokenizer,measurement_type
prefix_family_b797a07febd8,finance_scaleup_2000_0447,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0448,finance,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0449,finance,mm2_hybrid_top5,355,28,327,0.078873,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0450,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0451,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0452,finance,mm2_hybrid_top5,329,28,301,0.085106,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0453,finance,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0454,finance,mm2_hybrid_top5,320,28,292,0.0875,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0455,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0456,finance,mm2_hybrid_top5,367,28,339,0.076294,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0457,finance,mm2_hybrid_top5,832,28,804,0.033654,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0458,finance,mm2_hybrid_top5,357,28,329,0.078431,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0459,finance,mm2_hybrid_top5,355,28,327,0.078873,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0460,finance,mm2_hybrid_top5,337,28,309,0.083086,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0461,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0462,finance,mm2_hybrid_top5,339,28,311,0.082596,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0463,finance,mm2_hybrid_top5,365,28,337,0.076712,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0464,finance,mm2_hybrid_top5,334,28,306,0.083832,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0465,finance,mm2_hybrid_top5,337,28,309,0.083086,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0466,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0467,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0468,finance,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0469,finance,mm2_hybrid_top5,320,28,292,0.0875,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0470,finance,mm2_hybrid_top5,371,28,343,0.075472,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0471,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0472,finance,mm2_hybrid_top5,341,28,313,0.082111,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0473,finance,mm2_hybrid_top5,357,28,329,0.078431,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0474,finance,mm2_hybrid_top5,355,28,327,0.078873,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0475,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0476,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0477,finance,mm2_hybrid_top5,368,28,340,0.076087,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0478,finance,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0479,finance,mm2_hybrid_top5,324,28,296,0.08642,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0480,finance,mm2_hybrid_top5,345,28,317,0.081159,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0481,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0482,finance,mm2_hybrid_top5,337,28,309,0.083086,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0483,finance,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0484,finance,mm2_hybrid_top5,352,28,324,0.079545,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0485,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0486,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0487,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0488,finance,mm2_hybrid_top5,357,28,329,0.078431,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0489,finance,mm2_hybrid_top5,332,28,304,0.084337,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0490,finance,mm2_hybrid_top5,337,28,309,0.083086,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0491,finance,mm2_hybrid_top5,367,28,339,0.076294,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0492,finance,mm2_hybrid_top5,329,28,301,0.085106,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0493,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0494,finance,mm2_hybrid_top5,332,28,304,0.084337,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0495,finance,mm2_hybrid_top5,345,28,317,0.081159,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0496,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0497,finance,mm2_hybrid_top5,832,28,804,0.033654,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0498,finance,mm2_hybrid_top5,357,28,329,0.078431,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0499,finance,mm2_hybrid_top5,324,28,296,0.08642,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0500,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0501,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0502,finance,mm2_hybrid_top5,339,28,311,0.082596,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0503,finance,mm2_hybrid_top5,357,28,329,0.078431,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0504,finance,mm2_hybrid_top5,320,28,292,0.0875,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0505,finance,mm2_hybrid_top5,365,28,337,0.076712,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0506,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0507,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0508,finance,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0509,finance,mm2_hybrid_top5,359,28,331,0.077994,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0510,finance,mm2_hybrid_top5,345,28,317,0.081159,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0511,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0512,finance,mm2_hybrid_top5,368,28,340,0.076087,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0513,finance,mm2_hybrid_top5,328,28,300,0.085366,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0514,finance,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0515,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0516,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0517,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0518,finance,mm2_hybrid_top5,328,28,300,0.085366,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0519,finance,mm2_hybrid_top5,368,28,340,0.076087,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0520,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0521,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0522,finance,mm2_hybrid_top5,337,28,309,0.083086,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0523,finance,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0524,finance,mm2_hybrid_top5,324,28,296,0.08642,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0525,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0526,finance,mm2_hybrid_top5,367,28,339,0.076294,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0527,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0528,finance,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0529,finance,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0530,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0531,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0532,finance,mm2_hybrid_top5,329,28,301,0.085106,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0533,finance,mm2_hybrid_top5,356,28,328,0.078652,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0534,finance,mm2_hybrid_top5,324,28,296,0.08642,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0535,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0536,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0537,finance,mm2_hybrid_top5,832,28,804,0.033654,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0538,finance,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0539,finance,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0540,finance,mm2_hybrid_top5,365,28,337,0.076712,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0541,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0542,finance,mm2_hybrid_top5,339,28,311,0.082596,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0543,finance,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0544,finance,mm2_hybrid_top5,324,28,296,0.08642,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0545,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0546,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0547,finance,mm2_hybrid_top5,368,28,340,0.076087,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0548,finance,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0549,finance,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0550,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0551,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0552,finance,mm2_hybrid_top5,341,28,313,0.082111,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0553,finance,mm2_hybrid_top5,328,28,300,0.085366,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0554,finance,mm2_hybrid_top5,345,28,317,0.081159,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0555,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0556,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0557,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0558,finance,mm2_hybrid_top5,328,28,300,0.085366,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0559,finance,mm2_hybrid_top5,324,28,296,0.08642,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0560,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0561,finance,mm2_hybrid_top5,367,28,339,0.076294,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0562,finance,mm2_hybrid_top5,337,28,309,0.083086,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0563,finance,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0564,finance,mm2_hybrid_top5,320,28,292,0.0875,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0565,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0566,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0567,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0568,finance,mm2_hybrid_top5,357,28,329,0.078431,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0569,finance,mm2_hybrid_top5,320,28,292,0.0875,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0570,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0571,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0572,finance,mm2_hybrid_top5,329,28,301,0.085106,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0573,finance,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0574,finance,mm2_hybrid_top5,320,28,292,0.0875,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0575,finance,mm2_hybrid_top5,365,28,337,0.076712,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0576,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0577,finance,mm2_hybrid_top5,832,28,804,0.033654,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0578,finance,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0579,finance,mm2_hybrid_top5,328,28,300,0.085366,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0580,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0581,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0582,finance,mm2_hybrid_top5,380,28,352,0.073684,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0583,finance,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0584,finance,mm2_hybrid_top5,320,28,292,0.0875,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0585,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0586,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0587,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0588,finance,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0589,finance,mm2_hybrid_top5,368,28,340,0.076087,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0590,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0591,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0592,finance,mm2_hybrid_top5,341,28,313,0.082111,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0593,finance,mm2_hybrid_top5,328,28,300,0.085366,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0594,finance,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0595,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0596,finance,mm2_hybrid_top5,367,28,339,0.076294,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0597,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0598,finance,mm2_hybrid_top5,328,28,300,0.085366,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0599,finance,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0600,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0601,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0602,finance,mm2_hybrid_top5,337,28,309,0.083086,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0603,finance,mm2_hybrid_top5,332,28,304,0.084337,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0604,finance,mm2_hybrid_top5,320,28,292,0.0875,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0605,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0606,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0607,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0608,finance,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0609,finance,mm2_hybrid_top5,320,28,292,0.0875,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0610,finance,mm2_hybrid_top5,365,28,337,0.076712,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0611,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0612,finance,mm2_hybrid_top5,329,28,301,0.085106,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0613,finance,mm2_hybrid_top5,365,28,337,0.076712,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0614,finance,mm2_hybrid_top5,320,28,292,0.0875,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0615,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0616,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0617,finance,mm2_hybrid_top5,360,28,332,0.077778,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0618,finance,mm2_hybrid_top5,330,28,302,0.084848,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0619,finance,mm2_hybrid_top5,320,28,292,0.0875,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0620,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0621,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0622,finance,mm2_hybrid_top5,339,28,311,0.082596,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0623,finance,mm2_hybrid_top5,330,28,302,0.084848,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0624,finance,mm2_hybrid_top5,363,28,335,0.077135,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0625,finance,mm2_hybrid_top5,365,28,337,0.076712,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0626,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0627,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0628,finance,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0629,finance,mm2_hybrid_top5,320,28,292,0.0875,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0630,finance,mm2_hybrid_top5,325,28,297,0.086154,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0631,finance,mm2_hybrid_top5,367,28,339,0.076294,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0632,finance,mm2_hybrid_top5,341,28,313,0.082111,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0633,finance,mm2_hybrid_top5,322,28,294,0.086957,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0634,finance,mm2_hybrid_top5,328,28,300,0.085366,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0635,finance,mm2_hybrid_top5,365,28,337,0.076712,repo_regex_tokenizer_v1,estimated
prefix_family_b797a07febd8,finance_scaleup_2000_0636,finance,mm2_hybrid_top5,336,28,308,0.083333,repo_regex_tokenizer_v1,estimated
